title,content
我校捷克语志愿者培训班举行结业仪式,我校捷克语志愿者培训班在圆满完成了各项培训任务和16+1地方领导人会议的服务任务后，于6月21日上午举行了结业仪式。副校长张小平、国际教育交流中心主任廖亦斌、副主任王建涛、外语学院副院长付天军及志愿者学生参加了结业仪式。作为本次学生志愿者培训项目的领队，王建涛首先针对整个培训项目做了总结性发言，回顾了这次培训的过程和成果，汇报了他带领志愿者在北京、唐山和石家庄为16+1中国-中东欧国家地方领导人会议及相关活动提供志愿者服务的情况，充分肯定了同学们所取得的成绩以及为我校所争得的荣誉。张小平亲切慰问了所有的学生志愿者，高度评价了学生志愿者认真学习、甘于奉献的精神。然后，她用四句话向即将毕业的同学们提出了殷切的期望，希望他们在今后的工作和生活中自强自立、实现自我价值，学会合作、培养团队精神，热爱生活，做最好的自己。最后，付天军从专业发展和人生规划方面向同学们提出了中肯的建议。同学们均表示，他们将铭记这次不平凡的人生经历，作为捷克语的“种子”，争取在今后能够为中捷合作与交流多做贡献，为母校争光。
河北省会高校大学生财务报告分析大赛在我校圆满落幕,2016年6月19日，河北省会高校大学生财务报告分析大赛决赛在我校春秋讲堂举行。本次大赛由我校会计学院主办，河北师范大学、河北经贸大学、河北科技大学、石家庄铁道大学及河北地质大学5所省会高校共10支队伍、50多名学生组队参赛。各高校在前期的校内选拔赛中，各选出两支队伍参加本次决赛。副校长毛磊致欢迎词，代表我校对四所参赛高校的带队领导、老师和参赛队伍表示热烈欢迎，对大赛的意义给予高度肯定，对大赛的召开表示祝贺，并预祝大赛取得圆满成功！在精彩的暖场视频后，各支参赛队伍依次进行展示。各支参赛队伍都是经过前期校内层层选拔出的优秀选手，都进行了精心准备，选择河北省内上市公司作为研究对象，以公司年报作为主要依据，为公司经营把脉、对症下药并提出解决策略。展示有辩论式、经贸洽谈式、求医问药式、融资推荐式、董事会议等等，形式灵活。各位评委提问切中要点、点评准确到位。参赛对手应对自信、陈述流利。各亲友团加油鼓劲、赞声一片，比赛中掌声不断、气氛十分热烈。大赛还设计了有奖问答和互动环节，师生踊跃抢答问题，极大地调动了观众们的参与热情，很好地缓解了参赛队员们紧张的情绪。经过近4个小时的激烈角逐，我校巾帼战队和河北经贸大学的江汉春风队获得冠军，我校的无与伦比战队获得了亚军。比赛还产生了另外三支亚军和四支季军团队。大赛评委、参会领导为获奖团队颁发了奖状和奖品。我校会计学院院长宋绍清对本次大赛作了精彩总结和点评，指出，这样的活动很有意义，做到了理论与实践相结合，既锻炼了学生队伍，又增进了校际交流。他对各参赛团队的到来表示感谢，对会计学院学生科协的组织工作给予了高度的评价，对下届比赛充满期待。应我校会计学院邀请，河北省交通会计学会正高级会计师马德家、石家庄水务集团有限责任公司正高级会计师陈永伟、河北省人力资源和社会保障厅正高级会计师张正军、中国联通河北省分公司正高级会计师孙彦永、中石化河北石油分公司正高级会计师高纪波担任本次大赛的评委和颁奖嘉宾。河北经贸大学会计学院副院长李桂荣、经管学院会计系总支书记张丽英，石家庄铁道大学经管学院副院长庄乾坤，河北科技大学经管学院副院长李荣平、会计系主任李美菊，河北师范大学商学院副院长王明吉和各校指导老师共48位校外领导专家，以及我校教务处、会计学院10多位领导、教师出席大赛。我校会计学院李芊老师从校内选拔赛到本次联赛作了全程组织、指导，会计学院学生科协全体成员为本次大赛提供了优质的组织和服务，获得了参会团队及领导的一致好评。河北省会高校大学生财务报告分析大赛，是由我校等省会高校发起的年度赛事，由校内选拔赛和校际联赛两部分组成。旨在提高在校大学生财务报告分析能力、团队协作能力、语言表达能力，培养具有实践和创新精神的财经精英，促进我省高校财经类专业的互动与交流。本届是第三届，由我校主办。大赛主题是：透视财务报告，破解财务迷局；解读企业运作，拓展财务思维。目前已经成为会计学院学生技能大赛固定性的主要赛事。
商学院召开“新儒商”试点班开班仪式暨中华新儒商基金说明会,2016年6月19日，商学院在学术报告厅隆重举行了“新儒商”试点班开班仪式暨中华新儒商基金说明会。会议分为三个环节：开班仪式、中华新儒商基金说明会和现代新儒商创业论坛。校纪委书记南振兴出席会议。参加会议的还有新儒商卓越人才试点班的部分外聘企业导师、校友企业家和商学院领导及部分老师，商学院“新儒商”卓越人才试点班全体学生和商学院2015级学生也参加了会议。南振兴代表学校向商学院“新儒商”卓越人才试点班正式开班和设立河北地质大学商学院“中华新儒商”基金表示诚挚的祝贺，向各位老师及校友的慈善捐助表示衷心的感谢，他语重心长的寄语同学们，以中华民族培养新时代儒商为宗旨，以新儒商精神为引领，努力成为中华新儒商一分子，为实现中华民族伟大复兴的中国梦而贡献自己的智慧与力量。商学院合作企业、曾多次捐资助学的河北省河南商会代表遆好恒副会长发表了贺辞。商学院院长苗泽华阐述了“新儒商”卓越人才试点班开设的意义，对中华传统文化进行了简要解读，他对学生寄予厚望，希望学生能够弘扬中华优秀传统文化，传承新儒商精神，成就一番事业。随后，商学院“新儒商”卓越人才试点班学生代表宣读承诺书，全体同学齐声朗诵苗泽华院长所作的《中华儒商正大光明》诗篇。随后，南振兴、苗泽华向张永旺、陈士彬、林德生、佟嘉、施明泉、宋力凯、王勇、邵帅等企业高管和优秀校友颁发了外聘企业导师聘书。各教研室主任向学生代表授“中华新儒商”牌。在第二环节中，商学院党委副书记董莉对商学院“中华新儒商基金”的设立作了说明，表示，此次开班，苗院长专著出版得到了多位校友和老师的大力支持，首批捐助款项已注入基金，今后将通过加强校友资源平台建设，大力推动学生创新创业，为基金提供更多的来源支持。苗泽华向“新儒商”卓越人才试点班捐赠了书画。王汉新副院长、白翠玲教学副院长向陈士彬、王士印、赵现锋、王彦博、施明泉、佟嘉、王勇、邵帅颁发中华新儒商基金捐赠证书及书画。在创业论坛环节，石家庄卓润照明有限公司董事长张永旺、天山集团执行总裁陈士彬、中航工业信息技术中心部部长佟嘉、中英人寿河北分公司区域经理施明泉、石家庄三策网络科技有限公司总经理林德生等分享了他们的创业经历，他们的精彩演讲赢得了与会人员的阵阵掌声。商学院“新儒商”卓越人才试点班一期学员从2014级商学院学生中经层层选拔产生，试点班以培养新时代儒商精神为目标，所授课程突出中国传统文化特色，采取导师制，为学员提供与企业家面对面交流的机会，同时结合创新创业活动为学员提供丰富的实践平台。
淘汰赛4：0战胜人民医专，我校教工足球队挺进四强,河北省直高校首届教工足球赛进入第二轮淘汰赛。6月18日下午，我校教工足球队迎来了与在小组赛中作风和打法硬朗的人民医专队的比赛。在我方队员伤病和少员的情况下，经过赛前的认真准备和场上队员的顽强拼搏，我校教工足球队最终以4:0的成绩战胜对手，挺进四强。
艺术设计学院教职工集中学习李保国同志先进事迹,6月16日下午，艺术设计学院党总支举办了李保国同志先进事迹集中学习活动，学院全体教职工集中收看了李保国同志先进事迹报告会。活动由党总支书记许晓辉主持。中共中央总书记、国家主席、中央军委主席习近平近日对李保国同志先进事迹作出重要批示，指出：“李保国同志35年如一日，坚持全心全意为人民服务的宗旨，长期奋战在扶贫攻坚和科技创新第一线，把毕生精力投入到山区生态建设和科技富民事业之中，用自己的模范行动彰显了共产党员的优秀品格，事迹感人至深。李保国同志堪称新时期共产党人的楷模，知识分子的优秀代表，太行山上的新愚公。广大党员、干部和教育、科技工作者要学习李保国同志心系群众、扎实苦干、奋发作为、无私奉献的高尚精神，自觉为人民服务、为人民造福，努力做出无愧于时代的业绩。” 在观看报告会的过程中，在场的各位老师无不被李保国同志“心系群众、扎实苦干、奋发作为、无私奉献”的精神所感染，观看到动情处，老师们都流下了感动的眼泪。许晓辉就“两学一做”学习教育专题活动和集中学习“李保国同志先进事迹”活动作了讲话，要求学院全体党员和教职工都要积极以李保国同志的先进事迹对照自己，寻找差距与不足，提高教学质量，认真践行党员职责。党员干部要深入学习讨论，撰写心得体会，大力宣传弘扬李保国先进事迹，用自己的实际行动践行共产党员的承诺。活动结束后，老师们以教研室为单位进行了分组讨论。各小组的讨论学习进行得积极热烈，老师们纷纷表示，通过集中学习，被李保国同志的“太行新愚公精神”感动和鼓舞，在今后的工作生活中，要以李保国同志为榜样，从基层做起，从本职做起，做无愧于人民、无愧于职责的教育工作者！在综合行政和广告学教研室的联合小组讨论中，老师们还结合本次学习活动的体会，对我校的精准扶贫推进工作提出了自己的想法，希望能够以李保国老师为榜样，在发挥专业特色的基础上，为确保扶贫工作顺利开展贡献自己的力量。
我校学生项目在“2016第一届河北省大学生创新创业年会”获奖,由河北省教育厅主办、燕山大学承办的2016第一届河北省大学生创新创业年会于6月10日—12日在燕山大学举行，河北工业大学、河北大学、燕山大学、河北农业大学、河北医科大学、河北经贸大学、河北地质大学等来自全省20余所高校的200余名师生参加了此次年会。年会为大学生搭建了创新创业交流与展示的平台，为高校搭建了开展创新创业教育工作的研讨交流平台。年会主要内容有项目展示、创业项目推介、学术论文等，其中项目展示共53项，创业项目推介10项，学术论文47篇。我校学生吕博恒的“Crazy Box创业咖啡建设与推广”和司士栋的“学院帮”项目入选参加项目展示，并荣获三等奖。
职业技术学院隆重举行2016届毕业生典礼,2016年6月13日，职业技术学院在北校区隆重举行了2016届毕业生典礼，校党委书记李军、校长王凤鸣、副校长侯书文与633名毕业生共聚综合楼大厅，为完成学业的学子们送上祝福。侯书文主持了毕业典礼。上午8:30，在庄严的国歌声中，毕业典礼拉开了帷幕。王凤鸣代表学校领导、老师向全体毕业生表示祝贺并亲切致辞。王凤鸣说：“同学们在这里度过了难忘的三年，学校见证了你们的成长，你们也见证了学校的发展，我们实现了省部共建、新校区征地、学校更名大学三大目标，你们作为亲历者，必将终生难忘。三年来，你们取得多项省级、国家级荣誉，你们热心支持学校的建设与发展，连续两年为进驻北校区的其他8个学院默默服务，北校区各项工作的完成无不凝聚了在座每一位同学的付出，学校衷心感谢你们！”王凤鸣对毕业生们提出几点希望，一是要牢固树立远大理想，立志报效祖国，凡成大事者，先要有大志。无论即将踏上怎样的人生道路，都需要树立远大的理想。二是积极塑造吃苦耐劳的品格，扎扎实实工作，一切成功都源于坚持不懈的努力。三是坚持创新，完善自我。他叮嘱同学们，在这样一个机遇与挑战并存的时代，要敢于创新、善于创造，更要兼容并蓄、团结协作，不断加强自身修养，塑造人格魅力。他希望同学们走出校门以后，继续关心母校的建设和发展，有空常回“家”看看，无论身在何方，母校永远是大家的坚强后盾和精神家园。随后教师代表赵全海、毕业生代表王洁、在校生代表姜一鸣分别发言，他们充满祝福与留恋之情的声音，萦绕进每一个毕业生心中。厚积薄发三年载，壮志凌云万里行，河北地质大学职业技术学院2016届毕业生典礼缓缓落下了帷幕，祝福学子们一路顺风、前程似锦！摄像：周 峰
青春不散场，韶华不辜负---- 2016年河北地质大学送毕业生晚会成功举办,2016年6月12日晚7点半，我校送毕业生晚会在主楼广场隆重举行。校长王凤鸣、校党委副书记刘耀辉和部分教师、全体毕业生一同观看了晚会。晚会伊始，阳光合唱团的毕业生郭雨晨带来的一首《美丽之路》，在欣赏优美旋律的同时，引领我们走向美好未来。民族舞蹈团《青山绿水间》，悠悠合鸣，静谧安宁，仿佛置身于美丽大自然！情景朗诵《匆匆四年，不说再见》将大学四年的生活用特别的方式重新播放，触动着在场的每一位毕业生的心灵。中间的抽奖环节别具一格，同学们热情地与主持人互动，并献上对母校和毕业生的祝福，毕业生带来动感劲爆的街舞，赢得场下阵阵呐喊。天籁演唱团的毕业生桓晨、金泽成带来的《一路有你》，动情优美的歌声，表达了对母校的深深不舍与留恋。独具异域风情的拉丁舞，经典曲目的乐器和奏，毕业生带来的风趣幽默的相声，帅气优雅的模特走秀将晚会一次次推向高潮。合唱团《老师我想对你说》表达了对母校和恩师的感恩和不舍，晚会在《手牵手》的歌声中落下帷幕，让我们共同携手走向美好的未来！青葱岁月，美丽少年，璀璨年华，忆昔岁月。毕业在即，大学也将画上圆满的句号，结束不是停止，而是另一个美好的开始。祝愿2016届毕业生前程似锦，也祝愿河北地质大学的明天更加美好！两办主任尉西杰、学生工作处处长郑炳章、就业指导中心主任齐宝辉、宣传统战部部长焦董瑞、团委书记蔡建英、教务处副处长刘翠娥、资源学院总支书记李占乔、艺术设计学院总支书记许晓辉和毕业生辅导员也应邀观看了晚会。
郑素娟副教授赴石家庄市新华区基层讲党课获得好评,按照河北省委组织部“我到基层讲党课”志愿行动统一安排部署，7月8日到15日，社科部郑素娟副教授赴石家庄市新华区的朝阳社区、北新社区和广源社区，为当地200余名党员干部作了3场题为“严守党规党纪，做合格共产党员”的专题报告。 在报告中，郑素娟老师就党规党纪严于国法的重要意义，最严党规党纪的表现，党规党纪的遵守，四讲四有合格共产党员的内涵延伸等几个方面进行了重点剖析和深刻解读。她结合自身的体会，详细讲解了党章、党规，其间引用了大量的案例及翔实的数据，讲解生动，教风严谨，获得了在场党员干部的高度评价。参加党课学习的基层党支部书记们热情高涨，积极互动，表示将以党课为契机，认真学习党章，深刻领会，不断推动“两学一做”学习教育常态化、制度化；认真学习党规党纪，严格遵守党的纪律，努力做“四讲四有”合格党员；充分调动干事创业的积极性，争创一流的工作业绩。河北省委组织部和省委党校开展的“我到基层讲党课”志愿活动，旨在向基层党员普及党章知识、宣传党规党纪、唤醒党员意识。活动开展两年来成效显著，不仅探索了开展党课教育的创新方式，而且带动提升了基层党员教育工作，深受广大基层党员的欢迎。
我校协办的“2016城镇地质环境与可持续发展论坛”在西安召开,2016年7月9日至10日，我校参与协办的“2016城镇地质环境与可持续发展论坛”在西安隆重召开。论坛由中国工程院土木、水利与建筑工程学部，中国地质调查局，教育部城市环境与可持续发展联合中心共同主办，长安大学承办。论坛主题为“聚焦城镇地质环境前沿，服务‘一带一路’国家战略”。我校于开宁教授应邀主持会议并作学术报告，参加论坛优秀论文评选和教育部城市环境与可持续发展联合研究中心工作会议。任凤珍教授、孟亚明教授、代峰钢博士等参加会议。代锋刚博士撰写的《北方典型灌区浅层地下水环境演化时空差异性研究》被评为论坛优秀论文。中国工程院院士、中国地质科学院卢耀如研究员，中国科学院院士、山东科技大学矿业与安全工程学院名誉院长宋振骐教授等知名专家学者以及来自台湾大学、香港大学、美国加利福尼亚州立大学、爱尔兰都柏林大学、同济大学、上海交通大学等高校、科研院所和国土资源领域公益性企业的专家学者和业务骨干专家参加了论坛。卢耀如院士、李佩成院士、周丰峻院士、王浩院士、杨永斌院士先后作了题为《海绵城市与水资源综合开发利用》《论景观水资源理论及其在城镇建设中的应用——以西安市为例》《地下工程技术进展与科技前沿问题研究》《丝绸之路水资源问题》《地下隧道的2.5维受震分析》的报告。分场交流会上，与会代表紧紧围绕丝绸之路经济带环境的基本特征、丝绸之路经济带沿线地质环境分带性、内陆河流域水循环与有关供水能力分析等10余项议题展开讨论，共进行特邀报告11场，分组报告15场。闭幕式后，参会代表对长安大学地下水与生态环境原位试验场进行了考察。会议期间，我校参会代表与来自各地的领导、专家进行了广泛而深入的交流，取得预期成果。
我校“录屏型微课制作技术与课程教改创新培训班”圆满结束,2016年6月27日，人事处与信息工程学院共同举办的“录屏型微课制作技术与课程教改创新培训班”圆满结束。此次培训从5月23日至6月27日，历时6周，来自各二级学院的60多名优秀青年骨干教师参加了培训。培训旨在激发教师课程教学改革创新的热情，采取讲座、案例剖析、观摩、经验分享、微课开发实践、现场指导与交流等形式，详细讲解了微课制作的基本环节、设计思路、相关工具与技术等。 培训分三个阶段进行。第一阶段，信息工程学院李文斌院长作了《技术改变教育教学》讲座，介绍了MOOC及联结主义学习理论、COOC及社会化学习理论等，深入剖析了信息技术对课堂景观、教学组织形式、教师授课方式、学生的学习方式等各个方面的改变。李文斌指出，改革教学内容、创新教学方式是教师必须面对的挑战。第二阶段，陈嶷瑛教授介绍了屏幕录制工具Camtasia Studio8.4，交互式微课录制工具ISPring Pro，测验式微课录制工具Quiz Creator、Quiz Maker，PPT美化大师，三维翻页相册工具3DPageFlip，电子相册制作工具FGF，移动教鞭等制作微课必需的工具及相关技术。她详细介绍了Camtasia Studio8.4的安装、录制、剪辑、转场、动画、字幕、后期特效处理、画中画、发布等各种操作方法，并通过展示无声配乐式微课、深度缩放式微课、PPT动画式微课、MTV式微课、PPT动画+实际拍摄式微课、视频剪辑+实际拍摄+PPT动画式微课等微课形式，使老师们更直观地学习了设计和制作微课的方法。第三个阶段，胡吉朝老师做了《翻转课堂及其工具支撑》讲座，介绍了翻转课堂的业务流程以及相关学习支撑理论，结合实际教学案例讲解了可视化思维导图软件MindMapper、在线问卷调查考试的问卷星、清华大学和学堂在线共同推出的新型智慧教学解决方案雨课堂、移动互联网互动学习平台UMU以及国防科技大学开发的高校创新实践群体化支撑平台Trustie。人事处侯瑞山处长、李仁杰副处长参加了结课仪式，观看了学员的作品展示。参加培训的老师们表示将积极迎合教育技术的发展，创新教学方式，将本次培训成果及时应用于实际教学中，以达到改善教学效果、提升学生学习兴趣、提高教育质量的目的。人事处与信息工程学院将继续开展类似培训，帮助广大教师提高信息素养及课程改革意识、创新教学改革方式。（注：本次培训的教学视频将陆续在人事处和信息工程学院网站上发布，感兴趣的老师也可以直接联系信息工程学院胡吉朝老师拷贝。）
助力精准脱贫 于开宁教授作为科技专家对接帮扶故城县,7月1日下午，河北省扶贫基金会和河北省专家咨询服务协会联合举办了河北省选派科技专家联系贫困县对接会，公布了《关于推进专家科技扶贫实施方案》。在会上，专家代表还宣读了向李保国同志学习的倡议书。我校于开宁教授作为专家代表参加会议，对接故城县扶贫工作。据了解，为深入贯彻落实习近平总书记关于向李保国同志学习的重要批示精神，以及河北省委、省政府《关于坚决打赢脱贫攻坚战的决定》文件精神，根据省扶贫办党组研究，河北省扶贫基金会和河北省专家咨询服务协会联合公布了《关于推进专家科技扶贫实施方案》，目的是充分发挥专家人才“第一资源”在精准扶贫、精准脱贫中的作用。参加对接会的有联系贫困县的专家代表、各有关市、县扶贫办主管主任等百余人，首批选派联系贫困县的专家人数达156人，涵盖农林、医药、建设、工业经济等方面，既有突出贡献的中青年专家、跨世纪学术技术带头人，也有“121”人才工程及省属市管拔尖人才，这些人才将覆盖河北省的56个贫困县，为其提供智力支持、技术指导，培训紧缺专业人才，同时结合贫困县资源和产业优势因势利导，助推精准扶贫、精准脱贫。
河北省首届省直高校教工足球赛落幕，我校教工足球队获得第四名,河北省首届省直高校教工足球赛于2016年7月2日上午在河北经贸大学落下帷幕。我校教工足球队获得第四名，并获得“优胜运动队”和“精神文明”两个单项奖。前三名分别被河北体育学院、河北师范大学和河北省二院夺得。在校领导和校工会的大力支持下，教工足球队全体队员团结协作，克服伤病和少员困难，顽强拼搏，赛出了风格，打出了水平，更赢得了友谊。教工足球队将认真总结经验，找出不足，不断提高球队的技战术水平，期待在今后的比赛中创造更好的成绩！
我校向党外人士代表通报新校区建设进展情况,7月2日，我校在四楼会议室召开党外人士代表座谈会，向省市人大代表、政协委员，各民主党派负责人通报新校区建设进展情况。校党委书记李军、校长王凤鸣、党委副书记刘耀辉、副校长侯书文出席会议。刘耀辉主持会议。 校园规划与后勤管理处处长王国岩就我校的新校区建设情况向参会人员做了汇报：新校区选址正定新区滹沱河北岸，目前一期1726亩实际用地已取得建设用地许可证，新校区的总体规划设计已经完成，目前处在规划审批阶段。新校区建设将遵循总体规划、分步实施、实事求是、量力而行、区分缓急、统筹安排的原则，逐步有序推进重点工程建设，利用3-5年时间，打造成为设计理念超前、基础设施完备、环境优雅舒适、建筑风格独特的现代化校园。与会的人大代表、政协委员和各民主党派负责人陆续发言，就我校新校区建设工作和如何提升新校区建设的进展速度提出了意见和建议，并就一些具体问题与校领导及相关部门负责人进行了沟通和交流。李军在总结讲话时对各位人大代表、政协委员和民主党派负责人在新校区建设进程中做出的努力和贡献表示感谢，也希望大家一如既往地关注和支持新校区建设和学校的其他各项工作。两办主任尉西杰、宣传统战部部长焦董瑞参加了座谈会。（摄影：伍堃）
我校召开安全稳定工作领导小组办公会,7月1日上午，我校在主楼三楼会议室召开安全稳定工作领导小组办公会。会议由侯书文副校长主持，安全稳定工作领导小组办公室成员参会。安全工作处处长李如千传达了《关于切实做好暑期学校安全工作的通知》要求，强调要警惕自然灾害，做好防灾减灾工作；警惕溺水事故，采取积极预防措施；警惕留校安全隐患，加强学生活动安全管理；警惕交通安全隐患，做好学生离校管理；警惕假期伤害，做好集中安全教育；警惕突发事件，加强信息报送工作。他还对近期发生的一些有关学生安全的事件进行了通报，布置了安全检查的重点部位和场所。 侯书文讲话强调，安全稳定工作事关学校全局，是一切工作开展的基础，要充分认识安全工作的重要性，强化“红线”意识、“底线”思维，要高度重视、责任到人、强化制度、抓好落实、做好协调配合、抓住重点、加强检查。他指出，各单位要防自然灾害，图书馆要注意防水、防火；博物馆要注意防火、防盗；后勤集团要注意防洪；学生工作处要管理好留校学生等，确保学校暑期安全无事故。会后，侯书文带领相关人员对校本部留宿学生公寓、图书馆、餐厅等场所及育才校区进行了安全检查，并就检查出的安全隐患对有关单位提出了要求及整改意见。
我校召开2016年招生工作会议安排布置招生及迎新相关工作,6月30日上午，我校在主楼四楼会议室召开2016年招生工作会议，校党委副书记刘耀辉，副校长侯书文、张小平出席并讲话，学生工作处处长郑炳章主持会议。会议对迎新工作、开学典礼工作、新生入学教育及军训安排进行了部署。学工处副处长常连玺介绍了我校今年招生计划、录取批次以及专业设置的变化，并对2016级新生入学迎新工作作了布置。教务处副处长刘翠娥对2016级新生开学典礼作了布置。安全工作处处长李如千对我校军训及征兵工作作了详细说明。刘耀辉就招生、迎新工作发表动员讲话。他指出，校领导高度重视今年的招生工作，前期学校派出10个小组奔赴河北省的10个地市，深入市县各个中学进行走访，参加高考咨询及宣讲会等系列招生宣传活动，取得了良好的效果。在接下来的录取和迎新工作中，各有关单位要尽职尽责、密切配合，服从指挥、及时沟通、无缝衔接，保证高效圆满地完成招生、迎新工作。他特别强调，工作人员一定要提高服务意识，一切工作要以新生需求为导向，不能出现学生排大队、事难办的情况。就迎新工作，张小平强调，新生初入校园，一切都不熟悉，明确的指引和热情的接待将会对新生帮助很大。侯书文就军训工作发表讲话，从国际环境、国内现状等方面强调了军训工作的重要性以及军训对当代大学生的意义。相关部门负责人参加了此次会议，并对迎新生工作中可能出现的问题进行了沟通和协调。
我校学生在第三届“大智慧”杯全国大学生金融精英挑战赛省赛中荣获佳绩,第三届“大智慧”杯全国大学生金融精英选拔赛省赛于2016年6月24日落下帷幕。在我校晋级省赛的36支队伍中，4支脱颖而出，晋级国赛并获得省赛二等奖，10支队伍荣获省赛三等奖。河北省共有904支队伍参加本次省赛，其中有47支队伍进入国赛。“大智慧杯”全国大学生金融精英挑战赛是由共青团中央学校部、全国学联秘书处主办的全国性赛事，已成功举办两届，我校学生均取得优异成绩。本届比赛由校团委、实验实践教学中心和经贸学院学生科协联合组织参赛。从今年4月份开始，学校组织动员学生参赛，面向全校学生进行动员宣讲，邀请经贸学院金融学专业相关教师对参赛学生进行系统培训。在校赛和省赛过程中，指导老师通过线上线下等多种方式和途径对参赛学生进行指导，对学生提出的问题及时给予解答。经过宣传动员，我校共700余人参与比赛，涵盖了不同学院、不同专业的学生。“大智慧”金融精英挑战赛采用校赛、省赛、国赛三级赛制，以团队形式参与比赛。每队由三名同学组成，分别承担操盘手、策略师和风控师3个职位，进行模拟交易。通过参加比赛，选手主动学习金融知识，并运用所学知识分析宏观经济态势，研判金融市场走势，培养了主动学习的意识，增强了专业实践能力，促进了大学生成长成才，更有助于金融学专业的学生明确职业生涯规划，对其更好地择业就业起到指导作用。
我校健美操队在2016全国全民健身操舞大赛河北赛区比赛中取得佳绩,6月25日—26日，青岛2016亚洲大众体操节选拔赛暨第五届全国全民健身操舞大赛（河北赛区）在河北师范大学举行。我校健美操队参加了比赛，在“大学普通院系组民族健身操舞规定动作”比赛中获得一等奖。成绩的取得离不开队员们的汗水，更离不开带队教练朱艳英和王盼盼老师的专业指导以及体育部领导的大力支持。在比赛过程中，队员沉重应战、稳定发挥，体现出了优秀的团队协作精神，她们青春的舞步、明媚的笑脸、饱满的精神、飒爽的身姿给观众留下了深刻的印象，展示了我校大学生的良好精神面貌。本次比赛由国家体育总局体操运动管理中心、中国健美操协会、河北省体育局、全国全民健身操舞推广委员会主办，河北省社会体育指导员协会、河北师范大学体育学院、全国全民健身操舞推广委员会河北分会承办。比赛共有118个比赛项目，来自全省的39支参赛队伍共计1167人参加了比赛。
我校学生首次参加第十二届“博创杯”全国大学生嵌入式设计大赛创佳绩,6月25日，第十二届“博创杯”全国大学生嵌入式设计大赛华北赛区在河北师范大学举行。来自华北地区的近40支队伍报名参赛。由我校信息工程学院李明亮博士指导，胡明旭、孙大鹏和焦倩三位同学设计的作品“基于物联网的家庭医疗监护系统设计”首次参加本项赛事，荣获华北赛区本科组二等奖。“博创杯”全国大学生嵌入式设计大赛是由教育部高等学校计算机类专业教学指导委员会、中国电子学会主办，中国电子学会嵌入式系统与机器人分会承办的全国大学生学科竞赛，是我国目前在嵌入式系统设计领域顶级赛事，代表了高校同类竞赛的最高水平，旨在为行业提供公正、科学的全国性人才选拔与培养平台，促进高校嵌入式课程的教学创新，培养当代大学生的创新实践能力。大赛举办十二年以来，得到了社会各界的广泛认可和支持。本次参赛得到了我校信息工程学院的大力支持，优异的成绩体现了本科综合教学改革和科技实践创新活动的成果。通过参加比赛，不仅促进课程建设、教学改革，加强学生的创新意识、合作精神和实践能力培养，更开阔了学生的视野，加强了与其他高校的交流学习，锻炼了学生运用所学知识解决实际问题的能力。此次比赛中，信息工程学院所派出的代表队，不畏强手、努力认真，充分展示了自身素质及能力，不仅展现了选手个人务实创新的风采，更将我校的校训“达观博物”展现地淋漓尽致。
我校学生成功晋级2016年“全国管理决策模拟大赛”全国总决赛,"2016年6月21日，由全国管理决策模拟大赛组委会主办的“2016年‘创新创业杯’全国管理决策模拟大赛”全国半决赛完美落幕。天道酬勤，终有所成,按照每校限一队比赛规则，我校BAE队在半决赛中脱颖而出晋级全国总决赛。全国大学生管理决策模拟大赛是为了贯彻落实教育部、财政部关于实施高等学校本科教学质量与教学改革工程的文件精神而举行的全国性重要赛事，旨在大力推动高校经管类实验教学改革，强化实践教学环节，促进学生的能力培养，使学生在实践中深入掌握和运用企业经营管理及决策知识，剖析企业运营过程，提高创业与就业的实践能力，并充分发挥国家级实验教学示范中心的示范和辐射作用。自2009年以来，全国大学生管理决策模拟大赛已连续成功举办六届。我校自参赛以来多次获得全国总决赛一等奖及二等奖的奖项。2016年全国大学生管理决策模拟大赛启动后，全国近200所高校积极响应，4000多支团队参与。历时近3个月，经过大区复赛、全国半决赛的筛选，最终包括我校在内的96支团队入选参加全国总决赛。不容忽视的是，本次比赛得到了学校实验实践中心和商学院的的大力支持和指导。比赛过程中由商道指导老师李耀炜、杨建朝全程参与指导，不仅仅是为了能够获得骄傲的成绩与荣誉，更是为了锻炼同学们独立自主，践行梦想的自我意识。雄关漫道真如铁，而今迈步从头越，祝晋级队伍不骄不躁，再创辉煌。 "
我校捷克语志愿者收到唐山高新区管委会感谢信---为你们点赞,6月20日，第三次中国—中东欧国家地方领导人会议在河北唐山圆满落幕。本次会议中，我校派出的两批捷克语志愿者充分发挥吃苦耐劳，团结协作的精神，充分发挥服务意识，无论是会议伊始的机场接机服务，还是在中东欧合作交流项目中，我校捷克语志愿者同学们都饱含热情、认真负责的完成着各项志愿者服务工作，为大会提供了专业、细致的服务，受到了相关单位和与会嘉宾的一致好评。鉴于我校捷克语志愿者同学在本次会议上的优异表现，唐山市高新区管委会代表第三次中国——中东欧国家地方领导人会议会务组向我校发来感谢信，由衷感谢志愿者团队及志愿者个人。并祝愿我校宏图更展，为国家培养出更多优秀的高层次人才。
